6,3,7
5,11,17
10,7,19
6,12,15
9,3,5
7,3,6
4,10,3
6,14,3
7,7,2
17,11,11
6,9,5
14,16,8
9,10,18
13,4,5
3,10,5
15,4,11
5,5,14
5,4,6
6,17,10
13,3,6
4,9,9
15,13,4
11,4,15
9,10,1
6,7,2
10,8,18
13,4,13
12,13,15
14,14,5
2,10,5
14,8,16
6,10,15
12,15,3
10,4,5
6,8,17
2,11,14
14,6,14
10,2,10
13,16,6
17,8,8
7,14,4
7,17,11
12,14,3
14,9,16
5,3,15
5,15,12
3,12,14
12,4,5
4,15,13
3,8,6
13,2,8
12,8,16
2,8,10
12,11,2
14,6,5
11,3,6
7,2,6
11,5,17
7,11,2
15,8,4
4,14,13
14,14,11
18,8,9
9,3,14
15,14,6
13,3,7
5,2,9
11,12,16
16,11,15
12,2,7
1,7,10
17,14,10
14,13,14
16,5,7
8,11,1
3,9,7
4,6,9
16,4,10
10,14,3
12,2,6
3,6,10
15,13,9
9,2,9
9,17,10
16,15,10
8,15,15
6,17,7
12,13,18
10,17,6
17,9,6
18,9,13
3,13,7
15,4,10
11,4,16
15,12,6
13,3,10
8,8,15
7,3,9
10,15,3
11,3,14
14,3,9
11,9,1
3,7,4
3,5,9
15,15,11
12,7,3
15,6,7
4,6,5
6,11,16
15,12,4
8,3,12
16,5,13
13,9,3
9,18,9
5,15,11
4,8,14
9,15,3
7,9,2
12,8,17
2,8,12
15,9,13
12,2,5
18,12,9
10,4,15
15,7,7
5,5,7
6,5,15
17,7,11
18,11,11
13,7,1
15,10,15
4,13,6
12,3,10
6,14,15
10,11,2
4,5,13
14,7,14
9,8,16
13,12,2
12,14,14
7,14,15
9,4,5
16,13,11
9,6,16
6,3,14
16,12,8
5,15,9
14,11,3
3,4,11
4,13,4
11,6,2
9,6,2
17,12,9
4,15,11
11,8,18
5,9,16
10,17,9
6,3,11
15,13,10
12,10,2
1,8,8
5,14,15
7,14,3
17,7,6
18,7,12
2,7,10
15,6,12
4,14,10
11,3,12
9,13,17
8,2,11
3,7,12
13,4,7
15,9,3
18,9,10
14,5,4
5,4,7
5,5,15
6,11,17
5,5,16
11,16,6
16,9,15
17,12,12
11,6,17
18,10,8
10,17,7
7,11,17
16,10,11
15,11,5
4,6,14
17,9,12
5,6,3
12,2,9
5,16,7
3,15,9
11,18,9
7,8,2
16,6,12
9,17,9
17,11,7
13,15,14
15,17,13
6,7,17
7,10,16
6,7,5
11,18,11
3,8,7
11,2,10
8,9,16
14,9,2
11,8,3
16,7,12
7,3,7
10,18,6
5,14,7
4,15,10
10,13,2
16,12,13
6,10,16
8,16,7
4,15,6
8,14,2
12,16,12
11,16,12
4,5,7
4,11,4
6,8,16
15,13,11
5,16,11
5,5,11
4,12,5
6,15,6
14,5,13
11,16,10
7,17,10
5,9,3
8,12,2
12,12,2
9,5,2
10,16,5
11,13,17
10,18,8
7,6,2
6,4,11
11,17,11
11,2,8
12,13,3
3,6,12
8,3,6
6,4,16
10,19,9
13,8,3
9,10,3
2,9,9
4,3,9
15,11,14
5,3,8
12,4,4
5,12,13
4,7,5
12,4,14
3,8,3
2,11,5
7,10,17
6,13,2
11,15,3
15,9,4
4,14,5
3,14,11
3,16,11
11,8,2
15,5,13
12,15,5
15,15,9
4,11,15
12,3,7
13,4,8
13,4,14
8,12,3
11,5,5
2,9,12
9,14,4
5,16,9
13,8,15
7,17,12
7,5,15
16,4,9
11,10,17
12,13,16
8,4,15
16,12,6
15,8,3
14,9,4
18,7,6
11,16,14
5,3,11
13,4,6
6,16,11
5,7,3
15,5,11
8,4,17
17,14,11
12,12,3
2,12,10
15,6,6
7,17,9
13,12,4
17,9,5
9,12,17
8,5,14
7,2,9
15,14,5
11,6,3
14,14,7
11,3,15
7,15,12
3,11,5
6,5,4
6,7,3
16,9,14
4,11,12
14,12,13
12,16,6
16,15,12
9,2,8
5,16,13
6,13,13
14,5,14
6,10,2
4,6,11
7,16,7
10,5,15
9,14,16
10,1,9
17,7,10
7,14,16
3,7,6
7,8,16
3,11,14
4,8,6
14,10,2
11,3,13
4,5,12
12,15,11
8,8,16
11,17,6
12,15,14
13,5,14
5,15,8
2,12,12
15,15,8
9,2,11
6,16,5
11,4,5
5,7,4
13,16,8
11,13,3
8,2,9
16,11,7
6,5,3
15,5,6
17,8,14
12,16,13
10,3,5
18,7,10
18,11,12
16,10,5
10,6,16
9,18,7
10,6,3
2,14,11
16,14,6
6,6,14
6,9,2
7,12,2
17,10,12
13,11,3
15,7,4
5,15,15
4,16,8
5,11,16
12,5,15
5,4,11
16,9,8
4,4,10
12,1,7
7,7,3
9,10,2
4,12,14
5,13,5
14,5,5
5,4,12
6,3,9
7,15,16
10,2,9
13,5,16
8,4,14
8,12,1
2,5,10
6,14,11
11,18,8
5,16,6
5,6,5
15,6,15
14,13,17
5,17,10
16,11,6
2,12,6
15,15,10
7,16,12
1,10,10
15,13,12
6,4,10
17,5,11
16,13,5
12,14,15
16,8,13
10,15,8
17,6,6
14,7,6
13,7,4
4,5,14
18,12,11
16,14,5
6,2,8
8,16,10
15,16,7
10,14,4
1,10,12
15,5,15
17,13,9
6,4,15
4,7,3
12,6,16
14,8,6
8,16,5
7,11,5
10,2,14
9,3,3
8,6,3
4,7,4
6,3,4
16,15,9
10,4,6
9,16,15
8,12,17
6,13,3
7,4,16
5,15,14
12,9,2
9,3,12
9,12,16
7,4,13
9,7,17
16,10,15
15,5,8
16,10,10
18,8,7
8,17,9
7,8,1
13,1,10
3,9,8
8,5,3
6,9,4
16,5,10
12,11,17
3,8,11
7,9,1
16,9,4
4,8,15
12,5,10
10,17,8
12,15,15
10,10,16
13,2,12
2,11,10
7,5,3
17,13,11
3,9,11
12,16,15
16,10,12
10,11,1
12,16,9
16,15,6
11,5,16
16,12,11
16,10,7
16,15,7
3,12,15
15,12,8
14,7,15
12,6,6
13,3,8
14,16,9
14,9,3
3,8,9
13,8,16
6,7,14
15,10,6
13,2,9
5,8,3
3,8,5
17,8,5
15,13,15
8,3,13
2,10,6
9,5,16
14,14,3
2,14,8
14,5,6
7,2,13
7,5,16
8,5,15
15,11,4
3,12,11
10,5,16
8,17,12
1,12,9
14,17,12
16,15,11
8,13,2
12,5,3
7,4,15
4,6,16
5,14,14
4,6,12
2,7,12
9,16,14
13,14,4
7,11,3
17,10,9
10,18,7
11,12,17
4,7,15
7,5,5
17,10,11
5,2,10
7,2,8
14,7,18
1,8,9
10,6,2
3,3,8
6,8,1
15,5,12
6,17,9
10,15,15
3,6,15
17,12,11
11,18,10
15,15,12
6,8,5
2,11,12
15,16,8
14,15,6
17,11,14
2,11,7
6,16,12
5,15,5
9,17,8
8,15,6
3,10,13
17,10,5
15,6,14
8,11,3
14,2,8
7,9,17
18,12,12
12,3,6
8,3,14
6,3,13
1,10,9
16,11,4
17,13,10
11,13,16
8,4,16
11,9,17
12,6,2
16,11,9
5,4,9
10,5,4
12,2,8
5,11,3
11,17,13
3,16,12
17,7,8
14,10,6
5,7,16
9,6,17
14,14,6
8,16,12
7,11,16
15,14,11
3,7,13
11,10,2
9,1,8
15,2,10
4,4,8
10,6,4
14,3,11
6,8,2
14,7,3
17,8,6
7,9,16
3,14,10
10,4,3
3,10,14
13,4,11
9,12,14
16,12,7
8,13,15
2,8,5
8,2,12
16,9,9
16,6,5
12,4,15
3,10,6
3,5,12
12,17,7
11,14,3
11,5,2
14,14,12
5,11,2
14,15,10
14,11,14
10,2,7
10,15,4
12,9,1
5,15,6
14,17,6
12,12,17
1,8,11
5,9,4
9,4,16
3,12,7
12,7,2
9,16,9
14,6,15
9,17,7
13,15,3
12,17,13
1,6,9
13,9,17
6,12,3
12,17,10
10,18,10
4,4,12
5,16,10
8,17,13
9,14,13
5,14,4
6,4,12
5,4,15
14,11,2
11,10,0
11,2,13
4,14,6
14,16,7
15,12,5
13,10,2
11,8,17
12,3,5
13,16,14
5,4,4
6,14,14
8,6,2
5,14,10
9,1,9
10,7,18
8,2,8
14,3,13
5,13,16
16,8,5
18,7,8
5,9,15
6,15,13
8,6,5
5,3,9
6,2,10
10,17,13
14,14,15
8,14,16
4,15,7
10,1,10
13,13,13
2,9,13
6,11,2
5,5,12
4,15,8
15,12,12
0,11,11
7,15,4
9,3,13
6,10,17
11,1,11
16,12,10
17,9,13
17,11,9
15,15,14
11,11,3
12,10,4
3,7,14
7,12,16
16,11,13
14,5,15
10,9,18
15,3,8
10,7,3
1,10,5
17,8,10
10,2,8
3,8,12
18,11,10
8,16,4
3,9,13
5,10,3
18,9,9
16,11,5
14,17,8
8,4,4
10,15,16
12,4,7
10,1,11
11,13,15
15,5,7
9,15,13
2,11,8
10,11,3
15,12,3
9,15,4
8,17,10
3,4,7
12,13,17
4,3,10
12,1,8
14,13,6
8,10,18
9,17,11
11,1,8
2,8,11
15,5,14
4,11,13
9,12,3
12,13,4
17,6,5
13,14,16
15,12,14
3,9,5
6,12,16
4,10,6
4,11,14
5,6,4
16,6,6
12,17,6
11,4,3
9,12,18
12,3,9
13,14,15
17,13,14
6,16,13
13,3,14
13,16,9
12,11,18
14,8,17
4,6,7
14,4,9
6,16,14
15,10,3
14,7,16
5,12,3
9,8,2
4,8,13
9,10,16
17,8,12
3,11,7
13,17,8
10,16,13
12,15,12
11,9,18
11,1,9
11,4,7
3,15,7
15,11,3
13,8,5
11,8,16
15,4,12
13,14,3
10,16,12
5,5,4
14,16,11
10,4,4
10,16,6
6,3,6
8,8,1
16,14,9
13,5,13
14,13,13
2,8,9
6,4,7
15,2,7
9,13,3
15,9,14
16,14,10
17,8,11
13,10,16
15,11,7
12,5,16
9,17,14
4,13,5
18,10,11
16,13,6
4,6,4
5,10,15
9,9,16
8,4,5
12,14,2
12,6,3
15,10,14
12,7,4
5,5,5
11,14,4
3,12,13
16,6,10
11,2,6
6,7,15
14,16,10
10,11,17
16,11,8
8,18,11
15,13,7
9,3,15
5,14,11
2,12,13
6,5,5
7,13,17
8,2,14
14,15,8
9,2,12
10,5,5
8,9,2
17,13,12
8,8,17
7,17,7
3,9,10
14,4,13
2,13,11
4,9,3
16,7,4
5,16,4
6,5,8
9,3,8
6,15,15
15,14,14
13,2,10
17,6,8
9,9,17
10,12,16
3,6,14
5,4,13
11,2,7
8,17,6
9,4,3
10,14,15
8,13,17
10,3,15
4,5,9
13,13,17
10,10,17
5,8,15
13,3,11
14,3,7
7,15,5
9,17,12
7,12,10
13,14,5
8,13,16
13,2,14
8,16,14
10,12,4
11,15,14
14,5,8
7,12,3
12,10,17
7,16,10
12,4,8
13,3,9
17,9,10
9,17,6
5,12,15
2,9,6
14,13,4
14,11,4
16,13,12
17,10,6
5,12,17
1,9,8
4,7,6
8,8,2
12,14,5
6,6,6
10,18,12
5,4,14
2,11,9
14,4,7
4,5,4
17,13,13
14,17,10
14,15,12
14,6,3
16,14,11
8,9,17
2,12,11
16,7,7
3,6,11
11,11,18
11,11,17
14,6,12
8,10,17
5,7,14
3,12,6
9,2,14
8,6,18
8,3,5
1,10,6
4,12,4
6,13,16
4,4,11
10,2,6
4,8,16
14,13,16
4,12,15
13,16,12
14,4,6
17,11,12
12,12,16
6,17,6
14,8,4
8,16,13
14,12,16
14,7,5
1,6,10
15,10,4
13,3,13
9,2,6
13,16,7
4,6,6
5,5,9
11,2,12
13,6,16
7,15,13
6,2,12
10,13,3
5,4,5
13,3,5
16,8,4
7,4,3
10,8,17
17,13,8
13,9,1
9,11,17
12,2,12
10,17,12
12,6,4
14,12,5
10,14,14
17,9,14
9,2,7
12,7,16
9,4,15
16,10,4
18,11,6
12,10,16
7,3,8
1,9,12
18,10,12
3,15,6
3,8,15
7,16,9
12,11,3
10,9,2
4,12,11
8,17,8
13,15,12
6,9,1
8,13,6
14,13,15
3,14,12
4,8,4
12,13,2
9,13,16
8,5,17
13,15,4
9,9,3
7,13,3
12,14,7
13,11,17
5,11,4
12,13,14
12,7,17
10,3,6
5,3,12
3,7,11
16,6,11
5,4,10
4,16,10
1,11,9
16,9,5
11,7,17
15,9,6
11,3,7
16,15,13
7,11,4
10,10,0
16,6,7
13,3,12
13,17,11
9,6,3
2,13,8
12,18,12
11,13,4
7,17,8
4,5,15
12,9,17
3,13,13
16,9,11
13,1,12
2,10,12
2,6,8
11,17,9
9,18,8
6,5,6
15,4,9
11,14,15
9,3,9
8,3,11
10,14,17
12,5,5
16,13,7
9,1,13
11,15,12
18,8,8
12,6,17
8,14,14
14,11,16
6,13,5
16,9,12
3,12,4
2,6,9
13,12,5
9,17,5
4,11,16
9,16,8
17,7,9
9,4,4
13,7,17
5,12,16
15,12,13
12,15,8
14,14,14
17,8,9
3,15,5
7,16,13
9,12,2
6,3,5
9,1,12
8,7,2
16,13,8
18,7,5
11,3,4
10,5,3
1,6,13
17,14,9
3,6,4
16,14,7
5,7,12
2,13,13
4,3,11
11,6,16
8,9,18
7,2,7
3,13,6
10,17,10
6,14,16
6,14,12
15,16,9
5,3,5
13,2,6
10,16,11
12,17,8
2,8,4
15,13,5
13,9,2
2,12,9
14,12,17
4,2,9
4,13,15
3,11,8
14,13,3
3,11,6
17,10,13
3,11,12
17,13,7
2,7,8
16,5,6
8,15,3
8,15,16
3,12,12
2,8,6
12,11,15
4,5,8
10,11,16
8,2,10
10,3,14
2,14,9
16,10,14
7,3,10
13,9,16
18,12,10
10,2,13
11,12,18
16,7,8
7,2,11
8,15,14
11,7,16
7,17,6
4,12,6
8,17,7
11,15,4
15,13,14
7,16,15
7,3,13
14,15,13
7,6,14
6,6,2
11,11,2
4,13,12
8,1,12
6,16,8
17,11,6
2,10,15
9,7,2
16,12,16
4,14,7
13,5,15
12,14,4
5,10,4
6,13,12
8,7,3
10,2,5
13,13,3
6,13,6
13,6,3
10,16,16
15,13,6
6,7,16
4,8,5
16,6,9
14,11,5
16,3,12
2,14,10
13,6,14
16,5,8
13,8,17
9,5,3
10,10,1
7,12,17
13,3,3
7,7,17
16,8,14
15,15,7
9,11,18
16,14,12
11,4,14
10,12,17
17,8,15
2,10,10
6,18,11
15,8,16
11,13,18
11,12,4
16,5,9
4,7,16
4,10,14
4,11,5
16,6,14
9,16,12
2,4,9
14,10,17
4,12,17
2,10,9
9,8,18
14,8,3
14,12,14
3,10,11
2,8,14
6,2,9
8,3,4
6,13,15
3,13,11
14,10,4
9,16,6
6,15,5
6,15,12
8,3,15
17,12,5
15,11,15
5,5,6
7,15,3
13,6,5
2,13,10
7,8,4
12,16,7
4,12,7
4,10,8
17,6,11
4,11,3
3,3,11
15,7,9
17,12,10
13,11,16
17,15,9
11,3,5
6,1,13
10,17,5
8,5,16
2,11,6
12,9,16
15,5,10
15,14,9
8,13,3
14,13,10
11,17,7
11,16,9
4,7,14
15,14,4
6,12,14
12,17,14
5,10,16
9,14,5
17,12,8
4,16,11
9,9,18
3,8,13
11,1,12
16,8,15
3,5,10
11,7,2
7,3,15
13,12,3
9,18,12
15,10,5
4,15,9
2,7,7
8,3,7
11,16,7
12,18,9
9,3,4
13,16,11
6,4,6
3,6,13
5,10,14
15,9,16
5,13,4
7,3,5
18,11,9
1,6,12
2,7,14
3,6,9
14,15,7
15,4,6
16,8,7
10,5,17
7,15,15
14,5,16
16,6,13
5,15,13
13,7,6
9,5,4
14,12,3
15,10,17
6,11,15
7,3,11
8,14,15
10,14,16
7,3,14
3,14,9
6,15,4
4,12,16
13,7,3
8,2,13
14,7,4
10,9,17
18,10,14
15,8,8
15,17,8
18,9,5
12,1,10
2,12,8
12,14,16
6,14,6
11,10,1
12,5,13
11,16,16
16,5,11
8,10,2
10,15,13
9,18,11
13,16,10
17,11,13
2,6,11
6,7,4
8,8,18
15,5,9
3,5,13
6,11,1
3,15,8
1,11,10
11,4,4
17,12,7
3,10,10
5,2,8
15,9,15
16,5,5
6,9,3
7,6,15
15,10,13
5,14,5
17,7,7
15,14,10
8,5,8
17,10,7
11,9,2
15,3,12
12,17,12
